timestamp_s,trial_id,phase,stimulus_side,norm_x,norm_y,raw_lx,raw_ly,face_detected
1777402326.1980214,3,fixation,none,-0.011711311957372628,-0.020289814995144706,0.3838074803352356,0.48446351289749146,True
1777402326.260057,3,fixation,none,-0.01307290678357309,-0.03510611141380826,0.3836245059967041,0.4857111990451813,True
1777402326.3257895,3,fixation,none,-0.00800728125632344,-0.03690387094845615,0.3835581004619598,0.48697444796562195,True
1777402326.3884523,3,fixation,none,-0.007917865430557836,-0.028383378411332316,0.3834773063659668,0.48776198625564576,True
1777402326.452457,3,fixation,none,-0.010523482743986401,-0.0309965417617859,0.38333470225334165,0.4878124475479126,True
1777402326.516865,3,fixation,none,-0.014291028729994215,-0.024939961567715274,0.38309555053710936,0.48860469460487366,True
1777402326.5978415,3,fixation,none,-0.013942326917564252,-0.027448176019353454,0.3831659197807312,0.4894446969032288,True
1777402326.6621952,3,fixation,none,-0.012327512566966292,-0.020563378803781784,0.38303351402282715,0.4899702250957489,True
1777402326.7265072,3,fixation,none,-0.012685280756114858,-0.020812431472200243,0.3830385863780975,0.49024851322174073,True
1777402326.78908,3,fixation,none,-0.013215728260158821,-0.014525172082821891,0.38325163125991824,0.49038093686103823,True
1777402326.8557084,3,fixation,none,-0.019049813291129203,0.024133302972061843,0.3833765983581543,0.4921162068843842,True
1777402326.9188702,3,fixation,none,-0.018411378625713848,0.07060041526146232,0.38433840274810793,0.4957398474216461,True
1777402326.9840374,3,fixation,none,-0.012761159479802942,0.08468224838921767,0.38478208184242246,0.49593541622161863,True
1777402327.0483508,3,fixation,none,-0.01955421604471086,0.05705319279778853,0.3848278999328613,0.4955438137054443,True
1777402327.1247137,3,fixation,none,-0.00944145164711907,0.038347717728057784,0.38571162819862365,0.49585933685302735,True
1777402327.1905477,3,fixation,none,-0.017428188907749664,0.019805324245827705,0.38537377715110777,0.494515472650528,True
1777402327.254827,3,fixation,none,-0.015309699316157,0.006017119438997964,0.38573777079582217,0.49407628178596497,True
1777402327.3179493,3,fixation,none,-0.014601998675143002,0.002337626446850205,0.38514052629470824,0.49473333954811094,True
1777402327.3827019,3,fixation,none,-0.015885122817374864,-0.014286051759121676,0.38457682728767395,0.4946740448474884,True
1777402327.4462795,3,fixation,none,-0.015059468553264233,-0.014764864708453285,0.3837157666683197,0.49498139023780824,True
1777402327.5099463,3,fixation,none,-0.01366043410788298,4.668938432916825e-05,0.38282445073127747,0.49616783261299136,True
1777402327.574464,3,fixation,none,-0.011303095443508604,-0.007751649369438618,0.38240325450897217,0.4970576584339142,True
1777402327.6520662,3,fixation,none,-0.010681428826838979,-0.01241653066178594,0.381956672668457,0.49708704352378846,True
1777402327.7190452,3,fixation,none,-0.013023854909320565,-0.011284020648256732,0.3819799542427063,0.4974364757537842,True
1777402327.7825959,3,fixation,none,-0.015266064439462879,-0.012231103520407793,0.38164166212081907,0.4980200529098511,True
1777402327.8450868,3,fixation,none,-0.01618036439022985,-0.010755288353503811,0.3814963161945343,0.49860156178474424,True
1777402327.9092963,3,fixation,none,-0.01690500931449712,-0.009450101557869184,0.38140383958816526,0.49893892407417295,True
1777402327.9739888,3,fixation,none,-0.01716375369522405,-0.013481045630543864,0.38130487203598024,0.4988685190677643,True
1777402328.0390322,3,fixation,none,-0.014514059063702733,-0.006851113319604307,0.38168067336082456,0.4987670063972473,True
1777402328.100773,3,fixation,none,-0.01412669124676491,-0.0011122935268619294,0.3820061504840851,0.49849259853363037,True
1777402328.1828744,3,fixation,none,-0.012773706394132445,-0.010891065013012735,0.3821233630180359,0.4982384979724884,True
1777402328.2462964,3,fixation,none,-0.012274545660138303,-0.0090818195021799,0.38250078558921813,0.49853957891464235,True
1777402328.3098252,3,fixation,none,-0.011589233034603574,-0.005763025370253749,0.3826063394546509,0.4983480453491211,True
1777402328.3729599,3,fixation,none,-0.01364564978774796,-0.0071828511773762704,0.3826381742954254,0.4983794689178467,True
1777402328.4365637,3,fixation,none,-0.015067404470429757,-0.007951183207088652,0.3827195465564728,0.4981717526912689,True
1777402328.5023544,3,stimulus,right,-0.01487333987320305,-0.006825419203749461,0.38283156156539916,0.49813125729560853,True
1777402328.5661047,3,stimulus,right,-0.012114838396731109,-0.011750737447476345,0.3828659474849701,0.49788928031921387,True
1777402328.6464415,3,stimulus,right,-0.01092201116226943,-0.014978866544002267,0.3831057965755463,0.49810627698898313,True
1777402328.7105548,3,stimulus,right,-0.010734805587558904,-0.020315922523233,0.3832840144634247,0.4984384059906006,True
1777402328.773226,3,stimulus,right,-0.011603948556387023,-0.015147985946654119,0.38342841267585753,0.49833700656890867,True
1777402328.838702,3,stimulus,right,-0.014236966192751166,-0.005654706155099998,0.3834268093109131,0.49808712005615235,True
1777402328.9039307,3,stimulus,right,-0.013765126498405333,-0.017142593315250254,0.38351349234580995,0.49828436970710754,True
1777402328.966057,3,stimulus,right,-0.01044829423162319,-0.017436850680336402,0.38363868594169614,0.49858649969100954,True
